14, 14
66, 81
24, 44
99, 94
22, 22
46, 46
27, 97
99, 49
35, 34
69, 69
13, 13
88, 83
55, 85
77, 76
77, 77
33, 43
33, 38
96, 16
43, 13
31, 32
76, 38
91, 69
55, 57
18, 18
22, 66
47, 27
31, 62
88, 88
46, 45
74, 77
75, 15
45, 42
56, 32
55, 58
77, 77
11, 11
66, 64
13, 13
97, 96
59, 38
11, 42
87, 67
49, 47
42, 62
33, 33
33, 13
22, 22
85, 85
44, 23
88, 88
99, 23
33, 13
12, 12
24, 24
22, 32
15, 11
77, 27
77, 19
84, 84
69, 69
82, 87
52, 28
11, 11
57, 47
41, 41
96, 99
38, 38
52, 57
64, 64
14, 14
39, 39
22, 28
79, 76
55, 69
84, 84
11, 32
15, 15
41, 41
42, 48
11, 68
66, 46
66, 56
88, 88
85, 85
87, 87
79, 79
33, 33
33, 33
11, 12
65, 65
11, 15
99, 29
11, 31
56, 56
67, 67
66, 86
43, 93
77, 36
31, 31
24, 24
53, 53
84, 87
67, 61
17, 11
92, 92
96, 46
26, 85
95, 95
41, 41
22, 22
36, 36
28, 78
88, 88
57, 27
13, 13
44, 44
67, 67
92, 92
69, 69
51, 55
39, 19
73, 13
59, 59
44, 44
84, 86
33, 93
96, 16
55, 84
16, 96
41, 21
44, 86
66, 66
11, 11
99, 23
39, 32
88, 84
49, 42
37, 37
79, 71
22, 82
24, 12
94, 24
44, 82
64, 64
95, 85
46, 46
77, 77
94, 91
22, 25
79, 79
78, 78
33, 36
99, 13
77, 42
99, 94
66, 26
82, 82
94, 94
97, 47
26, 24
22, 22
77, 78
42, 42
87, 89
55, 55
61, 62
67, 67
27, 57
95, 55
47, 43
37, 37
89, 89
84, 34
42, 27
87, 41
36, 33
55, 75
17, 87
55, 55
96, 86
57, 57
88, 44
99, 98
44, 41
38, 88
59, 44
26, 26
87, 37
53, 13
33, 33
96, 36
31, 31
39, 39
36, 36
43, 68
39, 39
15, 18
92, 92
17, 17
41, 61
38, 32
66, 21
25, 25
66, 68
76, 76
15, 18
25, 25
22, 22
36, 25
42, 53
52, 55
22, 28
53, 56
71, 71
33, 36
79, 79
88, 68
56, 56
39, 76
59, 55
83, 84
71, 71
11, 12
88, 83
16, 76
25, 41
11, 21
95, 95
94, 94
66, 67
57, 77
33, 35
11, 32
33, 99
99, 29
27, 27
11, 41
11, 13
29, 29
73, 71
95, 95
33, 63
76, 13
17, 17
37, 39
39, 34
99, 27
48, 48
13, 25
55, 25
33, 37
66, 63
77, 89
13, 13
31, 91
14, 14
99, 89
86, 56
11, 11
36, 32
77, 37
31, 34
76, 96
97, 97
94, 95
22, 22
88, 88
64, 62
96, 93
71, 21
86, 81
22, 11
44, 44
75, 75
77, 11
66, 46
61, 61
38, 38
84, 87
55, 58
12, 12
42, 72
17, 14
94, 99
11, 91
98, 96
65, 65
94, 41
74, 74
71, 71
56, 56
56, 52
44, 43
99, 79
48, 58
49, 39
44, 91
52, 82
41, 41
91, 94
62, 72
22, 42
66, 73
35, 69
44, 84
41, 41
13, 13
55, 55
27, 27
13, 16
74, 49
71, 76
63, 13
36, 36
66, 64
56, 56
33, 33
54, 54
33, 32
55, 45
66, 56
22, 12
11, 81
72, 72
44, 74
46, 76
12, 26
85, 89
83, 83
58, 59
65, 65
28, 38
22, 27
99, 99
19, 89
99, 99
77, 75
77, 57
22, 42
94, 94
95, 86
66, 61
55, 75
19, 19
34, 34
33, 33
24, 24
99, 99
15, 15
34, 64
24, 94
77, 81
66, 72
24, 44
42, 42
32, 32
33, 33
84, 82
11, 11
63, 63
27, 67
66, 65
57, 87
21, 21
63, 63
22, 92
11, 11
72, 77
11, 11
82, 82
55, 75
65, 38
64, 64
62, 62
83, 33
79, 74
28, 28
66, 66
66, 16
51, 21
92, 92
68, 65
11, 75
12, 95
91, 81
44, 69
33, 33
79, 79
88, 89
44, 44
44, 74
91, 94
89, 81
14, 14
94, 94
44, 64
11, 11
55, 55
33, 63
19, 12
37, 42
96, 96
83, 83
33, 23
86, 86
73, 73
43, 43
66, 66
61, 61
24, 24
65, 43
62, 62
92, 12
22, 22
88, 53
55, 55
92, 96
99, 93
55, 84
99, 99
72, 72
33, 33
74, 74
22, 25
88, 28
86, 58
46, 36
77, 71
99, 92
33, 31
14, 19
82, 82
24, 24
77, 48
56, 56
56, 16
28, 78
46, 58
54, 34
46, 16
97, 91
79, 49
32, 32
11, 11
28, 23
39, 89
24, 22
75, 75
45, 45
18, 19
46, 46
88, 88
61, 66
31, 41
86, 86
88, 88
63, 63
73, 78
99, 97
46, 46
93, 93
69, 69
11, 61
84, 84
24, 22
74, 64
37, 57
17, 74
48, 48
51, 51
55, 25
38, 31
96, 96
28, 28
71, 72
89, 83
43, 43
86, 86
44, 73
65, 55
88, 88
33, 37
16, 14
71, 71
25, 25
88, 85
55, 16
66, 96
62, 52
89, 82
33, 65
77, 67
32, 32
39, 75
34, 32
48, 98
43, 42
22, 42
82, 92
77, 76
46, 48
55, 35
44, 28
54, 88
66, 86
41, 91
39, 99
11, 81
99, 93
44, 94
45, 45
77, 32
66, 56
33, 37
14, 14
33, 33
33, 33
88, 69
45, 45
94, 94
88, 84
41, 44
91, 21
11, 29
83, 83
22, 97
99, 99
77, 25
55, 92
44, 42
13, 19
87, 87
82, 92
45, 45
55, 53
28, 23
87, 87
79, 79
23, 63
12, 12
71, 31
31, 11
44, 24
42, 42
73, 73
82, 69
72, 22
68, 28
48, 48
16, 37
44, 26
77, 77
91, 91
55, 55
52, 55
98, 39
99, 18
75, 85
64, 65
49, 49
18, 18
24, 24
33, 93
47, 47
82, 33
88, 78
22, 32
89, 11
87, 87
36, 36
99, 69
79, 69
22, 22
88, 82
63, 63
79, 79
87, 37
44, 58
56, 59
77, 77
55, 55
16, 16
78, 78
44, 14
11, 19
81, 82
75, 77
35, 39
13, 27
11, 16
18, 99
81, 81
55, 65
88, 46
33, 33
53, 53
38, 88
61, 62
61, 61
86, 33
66, 12
92, 92
95, 45
66, 66
78, 65
11, 68
48, 58
49, 45
86, 15
66, 66
99, 99
93, 95
35, 35
75, 75
55, 56
35, 35
75, 75
29, 29
33, 33
37, 53
18, 18
96, 96
52, 52
29, 26
27, 27
45, 45
24, 24
84, 84
64, 44
18, 68
94, 84
27, 28
66, 66
55, 54
99, 56
59, 19
53, 53
67, 97
33, 33
15, 76
55, 65
73, 83
91, 91
87, 86
55, 83
88, 11
68, 68
39, 19
61, 66
23, 24
43, 13
55, 15
21, 27
12, 15
22, 82
22, 22
47, 47
55, 41
56, 36
33, 63
88, 86
89, 23
52, 52
13, 13
55, 55
61, 31
77, 37
55, 55
44, 43
31, 39
22, 25
77, 73
54, 58
89, 89
93, 97
87, 57
77, 77
43, 43
25, 25
71, 71
99, 73
48, 45
11, 11
14, 12
16, 16
64, 84
98, 58
92, 62
27, 17
86, 83
58, 88
87, 77
97, 96
88, 81
33, 36
38, 82
24, 64
17, 17
13, 13
16, 26
53, 53
17, 13
16, 16
88, 88
84, 84
61, 61
54, 53
29, 33
92, 97
29, 27
31, 31
85, 89
11, 57
49, 39
23, 23
33, 43
22, 27
56, 36
98, 93
97, 57
76, 76
55, 51
73, 72
99, 99
55, 82
25, 27
88, 88
84, 44
69, 65
51, 71
58, 29
29, 23
84, 84
32, 32
66, 66
79, 24
22, 27
26, 24
47, 34
54, 54
55, 55
24, 24
71, 71
99, 99
56, 56
44, 44
total, digits only: 54953
total, wordgits included: 53868
[Finished in 1.3s]
